1 138
2 78
3 68
4 72
5 55
6 63
7 56
8 109
9 26
10 25
11 25
12 23
13 24
14 23
15 23
16 22
17 18
18 16
19 24
20 24
21 24
22 12
23 23
24 26
25 26
26 18
27 19
28 18
29 17
30 15
31 18
32 14
33 14
34 14
35 13
36 13
37 15
38 14
39 15
40 12
41 12
42 14
43 14
44 11
45 11
46 13
47 16
48 12
49 14
50 15
51 10
52 14
53 11
54 9
55 5
56 12
57 13
58 10
59 8
60 13
61 9
62 9
63 8
